season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2021,REG,NYG,8,00-0034360,LB,Lorenzo Carter,Lorenzo,Carter,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2021-10-30 16:35:44
2021,REG,NYG,8,00-0036402,LB,Carter Coughlin,Carter,Coughlin,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2021-10-30 16:35:50
2021,REG,NYG,8,00-0029570,S,Nate Ebner,Nate,Ebner,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2021-10-30 16:35:58
2021,REG,NYG,8,00-0033932,WR,Kenny Golladay,Kenny,Golladay,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-10-30 16:36:06
2021,REG,NYG,8,00-0034988,TE,Kaden Smith,Kaden,Smith,Knee,n/a,Questionable,Knee,n/a,Did Not Participate In Practice,2021-10-30 16:35:30
2021,REG,NYG,8,00-0032385,WR,Sterling Shepard,Sterling,Shepard,Hamstring,n/a,Questionable,Hamstring,n/a,Limited Participation in Practice,2021-10-30 16:35:30
2021,REG,NYG,8,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2021-10-30 16:35:30
2021,REG,NYJ,8,00-0026158,QB,Joe Flacco,Joe,Flacco,n/a,n/a,n/a,Not injury related - personal matter,n/a,Full Participation in Practice,2021-10-29 19:02:20
2021,REG,NYJ,8,00-0035680,LB,Quincy Williams,Quincy,Williams,n/a,n/a,n/a,Concussion,n/a,Full Participation in Practice,2021-10-29 19:02:03
2021,REG,NYJ,8,00-0032058,RB,Tevin Coleman,Tevin,Coleman,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2021-10-29 19:04:04
2021,REG,NYJ,8,00-0036151,DE,Bryce Huff,Bryce,Huff,Back,n/a,Out,Back,n/a,Did Not Participate In Practice,2021-10-29 19:04:21
2021,REG,NYJ,8,00-0035259,TE,Trevon Wesco,Trevon,Wesco,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-10-29 19:04:15
2021,REG,NYJ,8,00-0037013,QB,Zach Wilson,Zach,Wilson,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-10-29 19:03:58
2021,REG,NYJ,8,00-0033871,WR,Corey Davis,Corey,Davis,Hip,n/a,Doubtful,Hip,n/a,Did Not Participate In Practice,2021-10-29 19:04:11
2021,REG,NYJ,8,00-0036329,S,Ashtyn Davis,Ashtyn,Davis,Shoulder,n/a,Questionable,Shoulder,n/a,Full Participation in Practice,2021-10-29 19:03:45
2021,REG,NYJ,8,00-0032214,TE,Tyler Kroft,Tyler,Kroft,Back,n/a,Questionable,Back,n/a,Full Participation in Practice,2021-10-29 19:03:45
2021,REG,NYJ,8,00-0033096,DE,Shaq Lawson,Shaq,Lawson,Wrist,n/a,Questionable,Wrist,n/a,Full Participation in Practice,2021-10-29 19:03:45
2021,REG,NYJ,8,00-0031296,LB,C.J. Mosley,C.J.,Mosley,Hamstring,n/a,Questionable,Hamstring,n/a,Full Participation in Practice,2021-10-29 19:03:45
2021,REG,PHI,8,00-0036577,G,Jack Anderson,Jack,Anderson,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2021-10-29 17:44:19
2021,REG,PHI,8,00-0029653,DT,Fletcher Cox,Fletcher,Cox,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-10-29 17:44:19
2021,REG,PHI,8,00-0037002,G,Landon Dickerson,Landon,Dickerson,n/a,n/a,n/a,Hip,n/a,Full Participation in Practice,2021-10-29 17:44:44
2021,REG,PHI,8,00-0033109,DT,Javon Hargrave,Javon,Hargrave,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2021-10-29 17:44:55
2021,REG,PHI,8,00-0030561,T,Lane Johnson,Lane,Johnson,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-10-29 17:44:19
2021,REG,PHI,8,00-0028129,C,Jason Kelce,Jason,Kelce,n/a,n/a,n/a,Foot,Not injury related - resting p,Full Participation in Practice,2021-10-29 17:44:19
2021,REG,PHI,8,00-0027954,DE,Ryan Kerrigan,Ryan,Kerrigan,n/a,n/a,n/a,Groin,n/a,Full Participation in Practice,2021-10-29 17:45:11
2021,REG,PHI,8,00-0036912,WR,DeVonta Smith,DeVonta,Smith,n/a,n/a,n/a,Headache,n/a,Full Participation in Practice,2021-10-29 17:44:19
2021,REG,PHI,8,00-0036917,CB,Zech McPhearson,Zech,McPhearson,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2021-10-29 17:46:17
2021,REG,PHI,8,00-0035243,RB,Miles Sanders,Miles,Sanders,Ankle,Foot,Out,Ankle,Foot,Did Not Participate In Practice,2021-10-29 17:46:23
2021,REG,PHI,8,00-0031799,S,Anthony Harris,Anthony,Harris,Hands,Groin,Doubtful,Hands,Groin,Limited Participation in Practice,2021-10-29 17:46:04
2021,REG,PHI,8,00-0035246,WR,J.J. Arcega-Whiteside,J.J.,Arcega-Whiteside,Back,n/a,Questionable,Back,n/a,Full Participation in Practice,2021-10-29 17:45:49
2021,REG,PIT,8,00-0033785,T,Zach Banner,Zach,Banner,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-10-29 18:28:27
2021,REG,PIT,8,00-0036326,WR,Chase Claypool,Chase,Claypool,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2021-10-29 18:28:27
2021,REG,PIT,8,00-0036336,RB,Anthony McFarland,Anthony,McFarland,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-10-29 18:28:27
2021,REG,PIT,8,00-0022924,QB,Ben Roethlisberger,Ben,Roethlisberger,n/a,n/a,n/a,Pectoral,Hip,Full Participation in Practice,2021-10-29 18:28:27
2021,REG,PIT,8,00-0031387,TE,Eric Ebron,Eric,Ebron,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2021-10-29 18:29:48
2021,REG,PIT,8,00-0029249,LB,Melvin Ingram,Melvin,Ingram,Groin,n/a,Doubtful,Groin,n/a,Did Not Participate In Practice,2021-10-29 18:29:22
2021,REG,SEA,8,00-0027662,LB,Carlos Dunlap,Carlos,Dunlap,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-10-27 22:41:08
2021,REG,SEA,8,00-0034234,DT,Poona Ford,Poona,Ford,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-10-28 22:51:01
2021,REG,SEA,8,00-0031367,G,Gabe Jackson,Gabe,Jackson,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-10-27 22:41:31
2021,REG,SEA,8,00-0027723,DT,Al Woods,Al,Woods,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-10-28 22:51:17
2021,REG,SEA,8,00-0036409,LB,Jordyn Brooks,Jordyn,Brooks,n/a,n/a,n/a,Elbow,n/a,Full Participation in Practice,2021-10-28 22:49:51
2021,REG,SEA,8,00-0036304,CB,John Reid,John,Reid,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-10-28 22:49:51
2021,REG,SEA,8,00-0032420,T,Brandon Shell,Brandon,Shell,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2021-10-29 21:13:32
2021,REG,SEA,8,00-0036413,DE,Darrell Taylor,Darrell,Taylor,n/a,n/a,n/a,Neck,n/a,Full Participation in Practice,2021-10-27 22:37:32
2021,REG,SEA,8,00-0035640,WR,DK Metcalf,DK,Metcalf,n/a,n/a,n/a,Foot,n/a,Limited Participation in Practice,2021-10-29 21:13:22
2021,REG,SEA,8,00-0029255,LB,Bobby Wagner,Bobby,Wagner,n/a,n/a,n/a,Not injury related - resting player,n/a,Limited Participation in Practice,2021-10-28 22:51:56
2021,REG,SEA,8,00-0035139,S,Marquise Blair,Marquise,Blair,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-10-29 19:51:38
2021,REG,SEA,8,00-0026166,T,Duane Brown,Duane,Brown,Illness,n/a,Questionable,Illness,n/a,Did Not Participate In Practice,2021-10-29 19:53:16
2021,REG,SEA,8,00-0036417,G,Damien Lewis,Damien,Lewis,Shoulder,n/a,Questionable,Shoulder,n/a,Full Participation in Practice,2021-10-29 19:52:06
2021,REG,SEA,8,00-0032426,RB,Alex Collins,Alex,Collins,Groin,n/a,Questionable,Groin,n/a,Limited Participation in Practice,2021-10-29 19:53:39
2021,REG,SF,8,00-0035717,DE,Nick Bosa,Nick,Bosa,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-10-28 21:24:59
2021,REG,SF,8,00-0026997,C,Alex Mack,Alex,Mack,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-10-27 22:11:14
2021,REG,SF,8,00-0034941,P,Mitch Wishnowsky,Mitch,Wishnowsky,n/a,n/a,n/a,Not injury related - personal matter,n/a,Did Not Participate In Practice,2021-10-29 20:24:46
2021,REG,SF,8,00-0037012,QB,Trey Lance,Trey,Lance,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-10-29 20:24:07
2021,REG,SF,8,00-0035719,WR,Deebo Samuel,Deebo,Samuel,n/a,n/a,n/a,Calf,n/a,Full Participation in Practice,2021-10-29 20:24:29
2021,REG,SF,8,00-0034730,LB,Marcell Harris,Marcell,Harris,n/a,n/a,n/a,Thumb,n/a,Limited Participation in Practice,2021-10-29 20:23:24
2021,REG,SF,8,00-0034746,DT,Maurice Hurst,Maurice,Hurst,Calf,n/a,Out,Calf,n/a,Did Not Participate In Practice,2021-10-29 20:21:02
2021,REG,SF,8,00-0036260,DT,Javon Kinlaw,Javon,Kinlaw,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-10-29 20:21:20
2021,REG,SF,8,00-0032057,S,Jaquiski Tartt,Jaquiski,Tartt,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-10-29 20:21:39
2021,REG,SF,8,00-0035166,LB,Azeez Al-Shaair,Azeez,Al-Shaair,Concussion,n/a,Doubtful,Concussion,n/a,Did Not Participate In Practice,2021-10-29 20:22:06
2021,REG,SF,8,00-0031297,DE,Dee Ford,Dee,Ford,Concussion,n/a,Doubtful,Concussion,n/a,Did Not Participate In Practice,2021-10-29 20:22:25
2021,REG,SF,8,00-0033945,DE,Samson Ebukam,Samson,Ebukam,Ankle,n/a,Questionable,Ankle,n/a,Did Not Participate In Practice,2021-10-29 20:22:57
2021,REG,SF,8,00-0027857,T,Trent Williams,Trent,Williams,Ankle,Elbow,Questionable,Ankle,Elbow,Limited Participation in Practice,2021-10-29 20:23:15
2021,REG,TB,8,00-0027855,DT,Ndamukong Suh,Ndamukong,Suh,n/a,n/a,n/a,Knee,n/a,Did Not Participate In Practice,2021-10-29 19:43:08
2021,REG,TB,8,00-0030456,RB,Giovani Bernard,Giovani,Bernard,n/a,n/a,n/a,Chest,n/a,Full Participation in Practice,2021-10-29 19:42:41
2021,REG,TB,8,00-0035699,CB,Jamel Dean,Jamel,Dean,n/a,n/a,n/a,Shoulder,Thumb,Full Participation in Practice,2021-10-29 19:42:41
2021,REG,TB,8,00-0033879,TE,O.J. Howard,O.J.,Howard,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2021-10-29 19:42:41
2021,REG,TB,8,00-0026564,DT,Steve McLendon,Steve,McLendon,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-10-29 19:43:00
2021,REG,TB,8,00-0035254,LB,Anthony Nelson,Anthony,Nelson,n/a,n/a,n/a,Elbow,n/a,Full Participation in Practice,2021-10-29 19:42:41
2021,REG,TB,8,00-0027793,WR,Antonio Brown,Antonio,Brown,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2021-10-29 19:43:20
2021,REG,TB,8,00-0034515,CB,Dee Delaney,Dee,Delaney,Ankle,n/a,Questionable,Ankle,n/a,Did Not Participate In Practice,2021-10-29 19:43:10
2021,REG,TB,8,00-0027867,LB,Jason Pierre-Paul,Jason,Pierre-Paul,Shoulder,Hand,Questionable,Shoulder,Hand,Did Not Participate In Practice,2021-10-29 19:43:10
2021,REG,TB,8,00-0029562,LB,Lavonte David,Lavonte,David,Ankle,n/a,Questionable,Ankle,n/a,Full Participation in Practice,2021-10-29 19:43:10
2021,REG,TB,8,00-0027656,TE,Rob Gronkowski,Rob,Gronkowski,Ribs,n/a,Questionable,Ribs,n/a,Limited Participation in Practice,2021-10-29 19:43:10
2021,REG,TB,8,00-0028092,CB,Richard Sherman,Richard,Sherman,Hamstring,n/a,Questionable,Hamstring,n/a,Limited Participation in Practice,2021-10-29 19:43:10
2021,REG,TEN,8,00-0035676,WR,A.J. Brown,A.J.,Brown,n/a,n/a,n/a,Knee,n/a,Did Not Participate In Practice,2021-10-29 19:31:46
2021,REG,TEN,8,00-0032146,LB,Bud Dupree,Bud,Dupree,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-10-29 19:31:55
2021,REG,TEN,8,00-0031622,T,Bobby Hart,Bobby,Hart,n/a,n/a,n/a,Chest,n/a,Full Participation in Practice,2021-10-29 19:31:21
2021,REG,TEN,8,00-0032764,RB,Derrick Henry,Derrick,Henry,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-10-29 19:32:14
2021,REG,TEN,8,00-0031442,T,Taylor Lewan,Taylor,Lewan,n/a,n/a,n/a,Concussion,n/a,Full Participation in Practice,2021-10-29 19:31:21
2021,REG,TEN,8,00-0033943,WR,Josh Reynolds,Josh,Reynolds,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2021-10-29 19:33:05
2021,REG,TEN,8,00-0037000,LB,Monty Rice,Monty,Rice,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2021-10-29 19:31:21
2021,REG,TEN,8,00-0027648,G,Rodger Saffold,Rodger,Saffold,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-10-29 19:33:29
2021,REG,TEN,8,00-0031254,DE,Denico Autry,Denico,Autry,n/a,n/a,n/a,Knee,n/a,Limited Participation in Practice,2021-10-29 19:34:07
2021,REG,TEN,8,00-0035632,S,Amani Hooker,Amani,Hooker,n/a,n/a,n/a,Groin,n/a,Limited Participation in Practice,2021-10-29 19:31:21
2021,REG,TEN,8,00-0034828,LB,Harold Landry,Harold,Landry,n/a,n/a,n/a,Hamstring,n/a,Limited Participation in Practice,2021-10-29 19:31:21
2021,REG,TEN,8,00-0032355,WR,Chester Rogers,Chester,Rogers,n/a,n/a,n/a,Groin,n/a,Limited Participation in Practice,2021-10-29 19:31:21
2021,REG,TEN,8,00-0035099,FB,Khari Blasingame,Khari,Blasingame,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-10-29 19:35:35
2021,REG,TEN,8,00-0036297,RB,Darrynton Evans,Darrynton,Evans,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-10-29 19:35:55
2021,REG,TEN,8,00-0027944,WR,Julio Jones,Julio,Jones,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2021-10-29 19:36:25
2021,REG,TEN,8,00-0034743,LB,Rashaan Evans,Rashaan,Evans,Ankle,n/a,Questionable,Ankle,n/a,Did Not Participate In Practice,2021-10-29 19:35:26
2021,REG,TEN,8,00-0031921,T,Kendall Lamm,Kendall,Lamm,Ankle,n/a,Questionable,Ankle,n/a,Did Not Participate In Practice,2021-10-29 19:35:26
2021,REG,TEN,8,00-0036240,CB,Chris Jackson,Chris,Jackson,Foot,n/a,Questionable,Foot,n/a,Full Participation in Practice,2021-10-29 19:35:26
2021,REG,TEN,8,00-0036181,DT,Teair Tart,Teair,Tart,Groin,n/a,Questionable,Groin,n/a,Limited Participation in Practice,2021-10-29 19:35:26
2021,REG,WAS,8,00-0036328,RB,Antonio Gibson,Antonio,Gibson,n/a,n/a,n/a,Shin,n/a,Full Participation in Practice,2021-10-29 17:28:04
2021,REG,WAS,8,00-0034071,CB,Danny Johnson,Danny,Johnson,n/a,n/a,n/a,Wrist,n/a,Full Participation in Practice,2021-10-29 17:27:50
2021,REG,WAS,8,00-0035659,WR,Terry McLaurin,Terry,McLaurin,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2021-10-29 17:27:50
2021,REG,WAS,8,00-0032432,G,Wes Schweitzer,Wes,Schweitzer,n/a,n/a,n/a,Neck,n/a,Full Participation in Practice,2021-10-29 17:28:17
2021,REG,WAS,8,00-0033611,TE,Ricky Seals-Jones,Ricky,Seals-Jones,n/a,n/a,n/a,Quadricep,n/a,Full Participation in Practice,2021-10-29 17:27:50
2021,REG,WAS,8,00-0035671,TE,Jace Sternberger,Jace,Sternberger,n/a,n/a,n/a,Foot,n/a,Full Participation in Practice,2021-10-29 17:27:50
2021,REG,WAS,8,00-0036626,WR,Dyami Brown,Dyami,Brown,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-10-29 17:29:05
2021,REG,WAS,8,00-0036618,T,Samuel Cosmi,Samuel,Cosmi,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2021-10-29 17:29:09
2021,REG,WAS,8,00-0033282,WR,Curtis Samuel,Curtis,Samuel,Groin,n/a,Out,Groin,n/a,Did Not Participate In Practice,2021-10-29 17:29:24
2021,REG,WAS,8,00-0030725,T,Cornelius Lucas,Cornelius,Lucas,Illness,n/a,Questionable,Illness,n/a,Did Not Participate In Practice,2021-10-29 17:28:59
2021,REG,WAS,8,00-0033107,CB,William Jackson,William,Jackson,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2021-10-29 17:28:59
2021,REG,WAS,8,00-0032053,G,Brandon Scherff,Brandon,Scherff,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2021-10-29 17:28:59
2021,REG,WAS,8,00-0034104,WR,Cam Sims,Cam,Sims,Hamstring,n/a,Questionable,Hamstring,n/a,Limited Participation in Practice,2021-10-29 17:28:59
2021,REG,ARI,9,00-0036933,LB,Zaven Collins,Zaven,Collins,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2021-11-05 20:16:28
2021,REG,ARI,9,00-0034681,RB,Chase Edmonds,Chase,Edmonds,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2021-11-05 20:16:34
2021,REG,ARI,9,00-0030585,G,Justin Pugh,Justin,Pugh,n/a,n/a,n/a,Calf,n/a,Full Participation in Practice,2021-11-05 20:16:43
2021,REG,ARI,9,00-0029316,T,Kelvin Beachum,Kelvin,Beachum,n/a,n/a,n/a,Not injury related - resting player,n/a,Limited Participation in Practice,2021-11-03 22:25:11
2021,REG,ARI,9,00-0036373,DT,Rashard Lawrence,Rashard,Lawrence,Calf,n/a,Out,Calf,n/a,Did Not Participate In Practice,2021-11-05 20:17:40
2021,REG,ARI,9,00-0035924,RB,Jonathan Ward,Jonathan,Ward,Concussion,n/a,Out,Concussion,n/a,Did Not Participate In Practice,2021-11-05 20:17:49
2021,REG,ARI,9,00-0027949,DE,J.J. Watt,J.J.,Watt,Shoulder,n/a,Out,Shoulder,n/a,Did Not Participate In Practice,2021-11-05 20:17:54
2021,REG,ARI,9,00-0036889,S,James Wiggins,James,Wiggins,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-11-05 20:18:00
2021,REG,ARI,9,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,Hamstring,n/a,Questionable,Hamstring,n/a,Did Not Participate In Practice,2021-11-05 20:17:18
2021,REG,ARI,9,00-0035228,QB,Kyler Murray,Kyler,Murray,Ankle,n/a,Questionable,Ankle,n/a,Did Not Participate In Practice,2021-11-05 20:17:18
2021,REG,ARI,9,00-0032132,C,Max Garcia,Max,Garcia,Achilles,n/a,Questionable,Achilles,n/a,Limited Participation in Practice,2021-11-05 20:17:18
2021,REG,ATL,9,00-0034411,WR,Russell Gage,Russell,Gage,n/a,n/a,n/a,Groin,n/a,Full Participation in Practice,2021-11-05 17:16:14
2021,REG,ATL,9,00-0030706,G,Josh Andrews,Josh,Andrews,Not injury related - personal matter,n/a,Out,n/a,n/a,"
    ",2021-11-06 19:25:12
2021,REG,ATL,9,00-0033093,DT,Jonathan Bullard,Jonathan,Bullard,Concussion,n/a,Out,Concussion,n/a,Did Not Participate In Practice,2021-11-05 17:16:31
2021,REG,ATL,9,00-0034837,WR,Calvin Ridley,Calvin,Ridley,Not injury related - personal matter,n/a,Out,Not injury related - personal matter,n/a,Did Not Participate In Practice,2021-11-05 17:16:25
2021,REG,BAL,9,00-0026190,DE,Calais Campbell,Calais,Campbell,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-11-05 18:33:49
2021,REG,BAL,9,00-0028008,LB,Justin Houston,Justin,Houston,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-11-03 20:36:30
2021,REG,BAL,9,00-0028103,LB,Pernell McPhee,Pernell,McPhee,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-11-05 18:34:07
2021,REG,BAL,9,00-0027965,CB,Jimmy Smith,Jimmy,Smith,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-11-04 20:34:56
2021,REG,BAL,9,00-0030648,T,Alejandro Villanueva,Alejandro,Villanueva,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-11-04 20:35:06
2021,REG,BAL,9,00-0035993,QB,Tyler Huntley,Tyler,Huntley,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2021-11-05 18:33:13
2021,REG,BAL,9,00-0035112,G,Patrick Mekari,Patrick,Mekari,Ankle,n/a,Doubtful,Ankle,n/a,Did Not Participate In Practice,2021-11-05 18:35:03
2021,REG,BAL,9,00-0030513,RB,Latavius Murray,Latavius,Murray,Ankle,n/a,Doubtful,Ankle,n/a,Did Not Participate In Practice,2021-11-05 18:35:09
2021,REG,BAL,9,00-0036550,WR,Rashod Bateman,Rashod,Bateman,Groin,n/a,Questionable,Groin,n/a,Did Not Participate In Practice,2021-11-05 18:34:50
2021,REG,BAL,9,00-0031325,WR,Sammy Watkins,Sammy,Watkins,Thigh,n/a,Questionable,Thigh,n/a,Limited Participation in Practice,2021-11-05 18:34:50
2021,REG,BAL,9,00-0030511,DT,Brandon Williams,Brandon,Williams,Shoulder,n/a,Questionable,Shoulder,n/a,Limited Participation in Practice,2021-11-05 18:34:50
2021,REG,BUF,9,00-0028339,DE,Mario Addison,Mario,Addison,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-11-03 19:39:59
2021,REG,BUF,9,00-0031588,WR,Stefon Diggs,Stefon,Diggs,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-11-05 17:33:12
2021,REG,BUF,9,00-0027881,DE,Jerry Hughes,Jerry,Hughes,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-11-05 17:32:53
2021,REG,BUF,9,00-0030455,DT,Star Lotulelei,Star,Lotulelei,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-11-04 19:10:32
2021,REG,BUF,9,00-0027685,WR,Emmanuel Sanders,Emmanuel,Sanders,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-11-05 17:32:29
2021,REG,BUF,9,00-0032518,DT,Justin Zimmer,Justin,Zimmer,n/a,n/a,n/a,Foot,n/a,Full Participation in Practice,2021-11-05 17:32:29
2021,REG,BUF,9,00-0036976,T,Spencer Brown,Spencer,Brown,Back,n/a,Out,Back,n/a,Did Not Participate In Practice,2021-11-05 17:34:10
2021,REG,BUF,9,00-0032151,G,Jon Feliciano,Jon,Feliciano,Calf,n/a,Out,Calf,n/a,Did Not Participate In Practice,2021-11-05 17:34:25
2021,REG,BUF,9,00-0035689,TE,Dawson Knox,Dawson,Knox,Hand,n/a,Out,Hand,n/a,Did Not Participate In Practice,2021-11-05 17:34:33
2021,REG,BUF,9,00-0029000,WR,Cole Beasley,Cole,Beasley,Ribs,n/a,Questionable,Ribs,n/a,Limited Participation in Practice,2021-11-05 17:33:53
2021,REG,BUF,9,00-0030114,S,Jordan Poyer,Jordan,Poyer,Shoulder,n/a,Questionable,Shoulder,n/a,Limited Participation in Practice,2021-11-05 17:33:53
2021,REG,CAR,9,00-0034396,LB,Jermaine Carter,Jermaine,Carter,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2021-11-05 17:40:29
2021,REG,CAR,9,00-0032145,T,Cameron Erving,Cameron,Erving,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-11-05 17:40:29
2021,REG,CAR,9,00-0029542,CB,Stephon Gilmore,Stephon,Gilmore,n/a,n/a,n/a,Quadricep,n/a,Full Participation in Practice,2021-11-05 17:40:29
2021,REG,CAR,9,00-0036281,CB,C.J. Henderson,C.J.,Henderson,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2021-11-05 17:40:29
2021,REG,CAR,9,00-0036955,WR,Terrace Marshall,Terrace,Marshall,n/a,n/a,n/a,Concussion,n/a,Full Participation in Practice,2021-11-03 18:37:39
2021,REG,CAR,9,00-0031349,C,Matt Paradis,Matt,Paradis,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-11-05 17:40:29
2021,REG,CAR,9,00-0031550,LB,Shaq Thompson,Shaq,Thompson,n/a,n/a,n/a,Foot,n/a,Full Participation in Practice,2021-11-05 17:40:29
2021,REG,CAR,9,00-0036315,CB,Stantley Thomas-Oliver,Stantley,Thomas-Oliver,Toe,n/a,Questionable,Toe,n/a,Did Not Participate In Practice,2021-11-05 17:41:41
2021,REG,CAR,9,00-0033909,G,Pat Elflein,Pat,Elflein,Hamstring,n/a,Questionable,Hamstring,n/a,Full Participation in Practice,2021-11-05 17:41:26
2021,REG,CAR,9,00-0034869,QB,Sam Darnold,Sam,Darnold,Concussion,right Shoulder,Questionable,Concussion,right Shoulder,Limited Participation in Practice,2021-11-05 17:41:10
2021,REG,CHI,9,00-0029567,QB,Nick Foles,Nick,Foles,Not injury related - personal matter,Illness,Out,Not injury related - personal matter,Illness,Did Not Participate In Practice,2021-11-06 18:55:02
2021,REG,CHI,9,00-0032986,TE,J.P. Holtz,J.P.,Holtz,Concussion,n/a,Out,Concussion,n/a,Did Not Participate In Practice,2021-11-06 18:55:13
2021,REG,CHI,9,00-0031040,LB,Khalil Mack,Khalil,Mack,Foot,n/a,Out,Foot,n/a,Did Not Participate In Practice,2021-11-06 18:55:25
2021,REG,CHI,9,00-0030874,RB,Damien Williams,Damien,Williams,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-11-06 18:55:33
2021,REG,CHI,9,00-0033784,S,Eddie Jackson,Eddie,Jackson,Hamstring,n/a,Doubtful,Hamstring,n/a,Did Not Participate In Practice,2021-11-06 18:55:18
2021,REG,CHI,9,00-0030527,LB,Alec Ogletree,Alec,Ogletree,Ankle,n/a,Questionable,Ankle,n/a,Did Not Participate In Practice,2021-11-06 18:54:54
2021,REG,CHI,9,00-0036309,WR,Darnell Mooney,Darnell,Mooney,Groin,n/a,Questionable,Groin,n/a,Limited Participation in Practice,2021-11-06 18:54:54
2021,REG,CIN,9,00-0036865,G,Jackson Carman,Jackson,Carman,n/a,n/a,n/a,Back,n/a,Full Participation in Practice,2021-11-05 18:40:55
2021,REG,CIN,9,00-0030781,C,Trey Hopkins,Trey,Hopkins,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-11-05 18:44:39
