Unnamed: 0,season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2998,2021,REG,KC,11,00-0030506,TE,Travis Kelce,Travis,Kelce,None,None,None,Neck,None,Full Participation in Practice,2021-11-19 20:55:10
3004,2021,REG,KC,11,00-0036360,RB,Clyde Edwards-Helaire,Clyde,Edwards-Helaire,Knee,None,Questionable,None,None,"
    ",2021-11-20 23:23:17
3008,2021,REG,LAC,11,00-0030279,WR,Keenan Allen,Keenan,Allen,None,None,None,Knee,None,Full Participation in Practice,2021-11-19 20:53:05
3011,2021,REG,LAC,11,00-0036355,QB,Justin Herbert,Justin,Herbert,None,None,None,Oblique,None,Full Participation in Practice,2021-11-19 20:53:05
3022,2021,REG,LV,11,00-0035700,RB,Josh Jacobs,Josh,Jacobs,None,None,None,Knee,None,Limited Participation in Practice,2021-11-19 20:55:00
3029,2021,REG,MIA,11,00-0033119,QB,Jacoby Brissett,Jacoby,Brissett,None,None,None,Knee,None,Full Participation in Practice,2021-11-19 19:49:15
3034,2021,REG,MIA,11,00-0036212,QB,Tua Tagovailoa,Tua,Tagovailoa,None,None,None,left Finger,None,Full Participation in Practice,2021-11-19 19:49:15
3043,2021,REG,MIN,11,00-0030035,WR,Adam Thielen,Adam,Thielen,None,None,None,Heel,Achilles,Full Participation in Practice,2021-11-19 19:02:44
3062,2021,REG,NE,11,00-0033858,TE,Jonnu Smith,Jonnu,Smith,Shoulder,None,Questionable,Shoulder,None,Limited Participation in Practice,2021-11-17 19:50:29
3066,2021,REG,NO,11,00-0033906,RB,Alvin Kamara,Alvin,Kamara,Knee,None,Out,Knee,None,Did Not Participate In Practice,2021-11-19 20:58:32
3071,2021,REG,NO,11,00-0033357,QB,Taysom Hill,Taysom,Hill,Foot,None,Questionable,Foot,None,Limited Participation in Practice,2021-11-19 20:58:18
3076,2021,REG,NYG,11,00-0034844,RB,Saquon Barkley,Saquon,Barkley,Ankle,None,Questionable,Ankle,None,Limited Participation in Practice,2021-11-20 17:45:13
3081,2021,REG,NYJ,11,00-0037013,QB,Zach Wilson,Zach,Wilson,Knee,None,Doubtful,Knee,None,Limited Participation in Practice,2021-11-19 19:20:38
3086,2021,REG,PHI,11,00-0034351,TE,Dallas Goedert,Dallas,Goedert,None,None,None,Concussion,None,Full Participation in Practice,2021-11-19 20:01:05
3092,2021,REG,PHI,11,00-0036912,WR,DeVonta Smith,DeVonta,Smith,None,None,None,Elbow,None,Full Participation in Practice,2021-11-19 20:00:42
3096,2021,REG,PIT,11,00-0036326,WR,Chase Claypool,Chase,Claypool,None,None,None,Toe,None,Full Participation in Practice,2021-11-19 20:17:26
3106,2021,REG,SEA,11,00-0033895,TE,Gerald Everett,Gerald,Everett,None,None,None,Groin,None,Full Participation in Practice,2021-11-19 22:25:36
3112,2021,REG,SEA,11,00-0029263,QB,Russell Wilson,Russell,Wilson,None,None,None,right Finger,None,Full Participation in Practice,2021-11-17 23:53:57
3114,2021,REG,SEA,11,00-0035640,WR,DK Metcalf,DK,Metcalf,None,None,None,Foot,None,Limited Participation in Practice,2021-11-19 22:25:21
3126,2021,REG,SF,11,00-0036567,RB,Elijah Mitchell,Elijah,Mitchell,Rib,Finger,Doubtful,Rib,Finger,Did Not Participate In Practice,2021-11-19 20:40:49
3129,2021,REG,TB,11,00-0019596,QB,Tom Brady,Tom,Brady,None,None,None,Not injury related - resting player,None,Full Participation in Practice,2021-11-20 18:15:49
3130,2021,REG,TB,11,00-0033921,WR,Chris Godwin,Chris,Godwin,None,None,None,Foot,None,Full Participation in Practice,2021-11-20 18:16:00
3137,2021,REG,TEN,11,00-0035676,WR,A.J. Brown,A.J.,Brown,None,None,None,Not injury related - resting player,None,Did Not Participate In Practice,2021-11-19 20:28:41
3155,2021,REG,WAS,11,00-0035659,WR,Terry McLaurin,Terry,McLaurin,None,None,None,Shoulder,None,Full Participation in Practice,2021-11-19 18:53:08
3157,2021,REG,WAS,11,00-0036328,RB,Antonio Gibson,Antonio,Gibson,None,None,None,Shin,None,Limited Participation in Practice,2021-11-19 18:53:08
3164,2021,REG,WAS,11,00-0033282,WR,Curtis Samuel,Curtis,Samuel,Groin,None,Questionable,Groin,None,Limited Participation in Practice,2021-11-19 18:55:33
3169,2021,REG,ATL,12,00-0030578,RB,Cordarrelle Patterson,Cordarrelle,Patterson,Ankle,None,Questionable,Ankle,None,Limited Participation in Practice,2021-11-26 18:28:48
3173,2021,REG,BAL,12,00-0036331,WR,Devin Duvernay,Devin,Duvernay,None,None,None,Knee,Chest,Full Participation in Practice,2021-11-26 20:29:32
3174,2021,REG,BAL,12,00-0034796,QB,Lamar Jackson,Lamar,Jackson,None,None,None,Illness,None,Full Participation in Practice,2021-11-26 20:29:32
3184,2021,REG,BAL,12,00-0035662,WR,Marquise Brown,Marquise,Brown,Thigh,None,Questionable,Thigh,None,Limited Participation in Practice,2021-11-26 20:33:09
3195,2021,REG,CHI,12,00-0036309,WR,Darnell Mooney,Darnell,Mooney,None,None,None,Foot,None,Limited Participation in Practice,2021-11-24 22:21:25
3196,2021,REG,CHI,12,00-0036945,QB,Justin Fields,Justin,Fields,Ribs,None,Out,Ribs,None,Did Not Participate In Practice,2021-11-24 22:25:30
3205,2021,REG,CIN,12,00-0033009,WR,Tyler Boyd,Tyler,Boyd,None,None,None,Cramps,None,Full Participation in Practice,2021-11-26 19:22:11
3215,2021,REG,CLE,12,00-0034855,QB,Baker Mayfield,Baker,Mayfield,None,None,None,left Shoulder,"Foot, Groin",Full Participation in Practice,2021-11-26 18:10:39
3226,2021,REG,CLE,12,00-0033923,RB,Kareem Hunt,Kareem,Hunt,Calf,None,Questionable,None,None,"
    ",2021-11-27 22:00:35
3228,2021,REG,CLE,12,00-0036233,WR,Donovan Peoples-Jones,Donovan,Peoples-Jones,Groin,None,Questionable,Groin,None,Limited Participation in Practice,2021-11-26 18:12:01
3230,2021,REG,DAL,12,00-0033045,RB,Ezekiel Elliott,Ezekiel,Elliott,None,None,None,Knee,None,Full Participation in Practice,2021-11-24 19:28:38
3235,2021,REG,DAL,12,00-0036358,WR,CeeDee Lamb,CeeDee,Lamb,Concussion,None,Questionable,Concussion,None,Limited Participation in Practice,2021-11-24 19:28:59
3252,2021,REG,DET,12,00-0033106,QB,Jared Goff,Jared,Goff,Oblique,None,Questionable,Oblique,None,Limited Participation in Practice,2021-11-24 22:19:15
3254,2021,REG,GB,12,00-0023459,QB,Aaron Rodgers,Aaron,Rodgers,None,None,None,Toe,None,Did Not Participate In Practice,2021-11-26 20:50:19
3255,2021,REG,GB,12,00-0031381,WR,Davante Adams,Davante,Adams,None,None,None,Ankle,None,Full Participation in Practice,2021-11-26 20:50:19
3262,2021,REG,GB,12,00-0033293,RB,Aaron Jones,Aaron,Jones,Knee,None,Questionable,Knee,None,Limited Participation in Practice,2021-11-26 20:50:53
3263,2021,REG,GB,12,00-0034521,WR,Allen Lazard,Allen,Lazard,Shoulder,None,Questionable,Shoulder,None,Limited Participation in Practice,2021-11-26 20:50:53
3265,2021,REG,HOU,12,00-0031236,WR,Brandin Cooks,Brandin,Cooks,None,None,None,Not injury related - resting player,None,Did Not Participate In Practice,2021-11-24 21:59:43
3270,2021,REG,HOU,12,00-0033537,QB,Deshaun Watson,Deshaun,Watson,Not injury related - personal matter,None,Out,Not injury related - personal matter,None,Did Not Participate In Practice,2021-11-26 22:13:45
3272,2021,REG,HOU,12,00-0036554,WR,Nico Collins,Nico,Collins,Hip,None,Questionable,Hip,None,Limited Participation in Practice,2021-11-26 22:13:33
3325,2021,REG,MIN,12,00-0036345,WR,K.J. Osborn,K.J.,Osborn,None,None,None,Knee,None,Full Participation in Practice,2021-11-26 18:59:43
3340,2021,REG,NE,12,00-0033090,TE,Hunter Henry,Hunter,Henry,Neck,None,Questionable,Neck,None,Limited Participation in Practice,2021-11-26 20:23:19
3342,2021,REG,NE,12,00-0033858,TE,Jonnu Smith,Jonnu,Smith,Shoulder,None,Questionable,Shoulder,None,Limited Participation in Practice,2021-11-26 20:23:19
3343,2021,REG,NE,12,00-0036875,RB,Rhamondre Stevenson,Rhamondre,Stevenson,Knee,None,Questionable,Knee,None,Limited Participation in Practice,2021-11-26 20:23:19
3346,2021,REG,NO,12,00-0033357,QB,Taysom Hill,Taysom,Hill,None,None,None,Foot,None,Full Participation in Practice,2021-11-24 21:14:50
3350,2021,REG,NO,12,00-0033906,RB,Alvin Kamara,Alvin,Kamara,Knee,None,Out,Knee,None,Did Not Participate In Practice,2021-11-24 21:15:48
3362,2021,REG,NYG,12,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Quadricep,None,Doubtful,Quadricep,None,Did Not Participate In Practice,2021-11-26 20:32:55
3363,2021,REG,NYG,12,00-0034844,RB,Saquon Barkley,Saquon,Barkley,Ankle,None,Questionable,Ankle,None,Limited Participation in Practice,2021-11-26 20:31:59
3365,2021,REG,NYJ,12,00-0036924,RB,Michael Carter,Michael,Carter,Ankle,None,Out,Ankle,None,Did Not Participate In Practice,2021-11-26 20:54:48
3398,2021,REG,SEA,12,00-0030565,QB,Geno Smith,Geno,Smith,None,None,None,Back,None,Full Participation in Practice,2021-11-27 22:23:26
3400,2021,REG,SEA,12,00-0035640,WR,DK Metcalf,DK,Metcalf,None,None,None,Foot,None,Limited Participation in Practice,2021-11-27 22:22:59
3406,2021,REG,SEA,12,00-0034750,RB,Rashaad Penny,Rashaad,Penny,Hamstring,None,Out,Hamstring,None,Did Not Participate In Practice,2021-11-27 20:39:51
3413,2021,REG,SF,12,00-0036567,RB,Elijah Mitchell,Elijah,Mitchell,Rib,Finger,Questionable,Rib,Finger,Limited Participation in Practice,2021-11-26 21:38:13
3417,2021,REG,TB,12,00-0019596,QB,Tom Brady,Tom,Brady,None,None,None,Not injury related - resting player,None,Full Participation in Practice,2021-11-26 19:47:24
3419,2021,REG,TB,12,00-0031408,WR,Mike Evans,Mike,Evans,None,None,None,Back,None,Full Participation in Practice,2021-11-26 19:47:46
3420,2021,REG,TB,12,00-0033921,WR,Chris Godwin,Chris,Godwin,None,None,None,Foot,None,Full Participation in Practice,2021-11-26 19:47:09
3431,2021,REG,TEN,12,00-0033925,RB,D'Onta Foreman,D'Onta,Foreman,None,None,None,Triceps,None,Limited Participation in Practice,2021-11-26 20:44:53
3434,2021,REG,TEN,12,00-0035676,WR,A.J. Brown,A.J.,Brown,Chest,None,Out,Chest,None,Did Not Participate In Practice,2021-11-26 20:47:37
3449,2021,REG,WAS,12,00-0036328,RB,Antonio Gibson,Antonio,Gibson,None,None,None,Shin,None,Limited Participation in Practice,2021-11-27 18:45:40
3455,2021,REG,WAS,12,00-0033282,WR,Curtis Samuel,Curtis,Samuel,Groin,None,Questionable,Groin,None,Limited Participation in Practice,2021-11-27 18:46:45
3460,2021,REG,ARI,13,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,Hamstring,None,Questionable,Hamstring,None,Did Not Participate In Practice,2021-12-03 19:40:59
3463,2021,REG,ARI,13,00-0035228,QB,Kyler Murray,Kyler,Murray,Ankle,None,Questionable,Ankle,None,Limited Participation in Practice,2021-12-03 19:40:59
3465,2021,REG,ATL,13,00-0030578,RB,Cordarrelle Patterson,Cordarrelle,Patterson,None,None,None,Not injury related - resting player,None,Did Not Participate In Practice,2021-12-01 20:25:39
3475,2021,REG,BAL,13,00-0036331,WR,Devin Duvernay,Devin,Duvernay,None,None,None,Thigh,None,Full Participation in Practice,2021-12-03 20:25:17
3490,2021,REG,BUF,13,00-0031588,WR,Stefon Diggs,Stefon,Diggs,None,None,None,Not injury related - resting player,None,Did Not Participate In Practice,2021-12-04 20:02:52
3499,2021,REG,CHI,13,00-0036290,TE,Cole Kmet,Cole,Kmet,None,None,None,Groin,None,Full Participation in Practice,2021-12-03 20:01:26
3505,2021,REG,CHI,13,00-0036945,QB,Justin Fields,Justin,Fields,Ribs,None,Doubtful,Ribs,None,Limited Participation in Practice,2021-12-03 20:03:05
3515,2021,REG,DAL,13,00-0033045,RB,Ezekiel Elliott,Ezekiel,Elliott,None,None,None,Knee,None,Full Participation in Practice,2021-12-01 18:10:18
3516,2021,REG,DAL,13,00-0036358,WR,CeeDee Lamb,CeeDee,Lamb,None,None,None,Concussion,None,Full Participation in Practice,2021-12-01 18:10:18
3519,2021,REG,DAL,13,00-0031544,WR,Amari Cooper,Amari,Cooper,Reserve/COVID activation,None,Questionable,Reserve/COVID activation,None,Limited Participation in Practice,2021-12-01 18:12:24
3544,2021,REG,DET,13,00-0036275,RB,D'Andre Swift,D'Andre,Swift,Shoulder,None,Out,Shoulder,None,Did Not Participate In Practice,2021-12-03 19:36:34
3555,2021,REG,HOU,13,00-0033537,QB,Deshaun Watson,Deshaun,Watson,Not injury related - personal matter,None,Out,Not injury related - personal matter,None,Did Not Participate In Practice,2021-12-03 19:50:54
3559,2021,REG,HOU,13,00-0031236,WR,Brandin Cooks,Brandin,Cooks,Illness,None,Questionable,Illness,None,Limited Participation in Practice,2021-12-03 19:49:39
3579,2021,REG,KC,13,00-0035140,WR,Mecole Hardman,Mecole,Hardman,None,None,None,Not Injury Related,None,Did Not Participate In Practice,2021-12-01 21:34:33
3580,2021,REG,KC,13,00-0033040,WR,Tyreek Hill,Tyreek,Hill,None,None,None,Not injury related - personal matter,None,Did Not Participate In Practice,2021-12-01 21:34:08
3588,2021,REG,KC,13,00-0036360,RB,Clyde Edwards-Helaire,Clyde,Edwards-Helaire,Illness,None,Questionable,Illness,None,Did Not Participate In Practice,2021-12-03 20:34:29
3604,2021,REG,LV,13,00-0033891,WR,Zay Jones,Zay,Jones,None,None,None,Shoulder,None,Full Participation in Practice,2021-12-03 21:09:45
3609,2021,REG,LV,13,00-0031610,TE,Darren Waller,Darren,Waller,Back,Knee,Doubtful,Back,Knee,Did Not Participate In Practice,2021-12-03 21:10:52
3612,2021,REG,LV,13,00-0035700,RB,Josh Jacobs,Josh,Jacobs,Ankle,None,Questionable,Ankle,None,Limited Participation in Practice,2021-12-03 21:10:16
3617,2021,REG,MIA,13,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,None,None,None,Glute,None,Full Participation in Practice,2021-12-02 20:35:16
3633,2021,REG,MIN,13,00-0033893,RB,Dalvin Cook,Dalvin,Cook,Shoulder,None,Out,Shoulder,None,Did Not Participate In Practice,2021-12-03 18:33:12
3650,2021,REG,NO,13,00-0033357,QB,Taysom Hill,Taysom,Hill,None,None,None,Foot,None,Full Participation in Practice,2021-12-01 20:37:18
3657,2021,REG,NO,13,00-0033906,RB,Alvin Kamara,Alvin,Kamara,Knee,None,Questionable,Knee,None,Limited Participation in Practice,2021-12-01 20:37:29
3661,2021,REG,NYG,13,00-0035710,QB,Daniel Jones,Daniel,Jones,Neck,None,Out,Neck,None,Limited Participation in Practice,2021-12-03 19:11:20
3662,2021,REG,NYG,13,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Oblique,Quadricep,Doubtful,Oblique,Quadricep,Did Not Participate In Practice,2021-12-03 19:11:58
3669,2021,REG,NYJ,13,00-0037013,QB,Zach Wilson,Zach,Wilson,None,None,None,Knee,None,Full Participation in Practice,2021-12-03 19:21:08
3683,2021,REG,PHI,13,00-0035243,RB,Miles Sanders,Miles,Sanders,None,None,None,Ankle,None,Full Participation in Practice,2021-12-03 19:53:06
3684,2021,REG,PHI,13,00-0036912,WR,DeVonta Smith,DeVonta,Smith,None,None,None,Illness,None,Full Participation in Practice,2021-12-03 19:53:06
3688,2021,REG,PHI,13,00-0036389,QB,Jalen Hurts,Jalen,Hurts,Ankle,None,Questionable,Ankle,None,Limited Participation in Practice,2021-12-03 19:54:06
3693,2021,REG,PIT,13,00-0036326,WR,Chase Claypool,Chase,Claypool,None,None,None,Toe,None,Full Participation in Practice,2021-12-03 19:47:04
3694,2021,REG,PIT,13,00-0036894,TE,Pat Freiermuth,Pat,Freiermuth,None,None,None,Concussion,None,Full Participation in Practice,2021-12-03 19:47:04
3709,2021,REG,SEA,13,00-0035640,WR,DK Metcalf,DK,Metcalf,None,None,None,Foot,None,Limited Participation in Practice,2021-12-03 22:28:21
3713,2021,REG,SEA,13,00-0034750,RB,Rashaad Penny,Rashaad,Penny,Hamstring,None,Questionable,Hamstring,None,Full Participation in Practice,2021-12-03 20:50:35
3718,2021,REG,SF,13,00-0036567,RB,Elijah Mitchell,Elijah,Mitchell,None,None,None,Rib,Finger,Full Participation in Practice,2021-12-03 22:00:26
3733,2021,REG,TB,13,00-0019596,QB,Tom Brady,Tom,Brady,None,None,None,Not injury related - resting player,None,Full Participation in Practice,2021-12-03 19:35:02
3743,2021,REG,WAS,13,00-0036328,RB,Antonio Gibson,Antonio,Gibson,None,None,None,Shin,None,Full Participation in Practice,2021-12-03 18:49:56
3751,2021,REG,WAS,13,00-0033282,WR,Curtis Samuel,Curtis,Samuel,Groin,None,Questionable,Groin,None,Limited Participation in Practice,2021-12-03 18:50:43
3756,2021,REG,ARI,14,00-0030061,TE,Zach Ertz,Zach,Ertz,None,None,None,Shoulder,None,Full Participation in Practice,2021-12-11 21:19:20
3763,2021,REG,ATL,14,00-0030578,RB,Cordarrelle Patterson,Cordarrelle,Patterson,None,None,None,Not injury related - resting player,None,Did Not Participate In Practice,2021-12-08 20:39:41
3797,2021,REG,CHI,14,00-0036945,QB,Justin Fields,Justin,Fields,None,None,None,Ribs,None,Full Participation in Practice,2021-12-10 20:40:02
3801,2021,REG,CHI,14,00-0035685,RB,David Montgomery,David,Montgomery,None,None,None,Shoulder,Groin,Full Participation in Practice,2021-12-10 20:41:02
3812,2021,REG,CIN,14,00-0036442,QB,Joe Burrow,Joe,Burrow,None,None,None,right Finger,Knee,Full Participation in Practice,2021-12-10 20:31:17
3820,2021,REG,CIN,14,00-0033897,RB,Joe Mixon,Joe,Mixon,Illness,None,Questionable,Illness,None,Did Not Participate In Practice,2021-12-10 20:32:40
3822,2021,REG,CIN,14,00-0036410,WR,Tee Higgins,Tee,Higgins,Ankle,None,Questionable,Ankle,None,Limited Participation in Practice,2021-12-10 20:32:40
3824,2021,REG,CLE,14,00-0034855,QB,Baker Mayfield,Baker,Mayfield,None,None,None,Foot,left Shoulder,Full Participation in Practice,2021-12-10 20:02:12
3835,2021,REG,DAL,14,00-0033591,WR,Noah Brown,Noah,Brown,None,None,None,Groin,None,Did Not Participate In Practice,2021-12-08 20:17:28
3836,2021,REG,DAL,14,00-0033045,RB,Ezekiel Elliott,Ezekiel,Elliott,None,None,None,Knee,None,Full Participation in Practice,2021-12-10 19:51:48
3840,2021,REG,DAL,14,00-0035261,RB,Tony Pollard,Tony,Pollard,Foot,None,Questionable,Foot,None,Did Not Participate In Practice,2021-12-10 19:52:30
3853,2021,REG,DET,14,00-0033106,QB,Jared Goff,Jared,Goff,None,None,None,Illness,None,Full Participation in Practice,2021-12-10 20:57:19
3861,2021,REG,DET,14,00-0036275,RB,D'Andre Swift,D'Andre,Swift,Shoulder,None,Out,Shoulder,None,Did Not Participate In Practice,2021-12-10 21:00:11
3862,2021,REG,DET,14,00-0035229,TE,T.J. Hockenson,T.J.,Hockenson,Hand,None,Doubtful,Hand,None,Did Not Participate In Practice,2021-12-10 21:00:04
3878,2021,REG,GB,14,00-0031381,WR,Davante Adams,Davante,Adams,None,None,None,Hamstring,None,Limited Participation in Practice,2021-12-10 20:22:42
3879,2021,REG,GB,14,00-0023459,QB,Aaron Rodgers,Aaron,Rodgers,None,None,None,Toe,None,Limited Participation in Practice,2021-12-10 20:23:49
3885,2021,REG,HOU,14,00-0036554,WR,Nico Collins,Nico,Collins,None,None,None,Thigh,None,Full Participation in Practice,2021-12-10 21:46:56
3893,2021,REG,HOU,14,00-0028118,QB,Tyrod Taylor,Tyrod,Taylor,None,None,None,left Wrist,None,Full Participation in Practice,2021-12-10 21:46:56
3896,2021,REG,HOU,14,00-0033537,QB,Deshaun Watson,Deshaun,Watson,Not injury related - personal matter,None,Out,Not injury related - personal matter,None,Did Not Participate In Practice,2021-12-10 21:57:40
3898,2021,REG,HOU,14,00-0031236,WR,Brandin Cooks,Brandin,Cooks,Back,None,Questionable,Back,None,Limited Participation in Practice,2021-12-10 21:56:23
3900,2021,REG,HOU,14,00-0036556,TE,Brevin Jordan,Brevin,Jordan,Hand,None,Questionable,Hand,None,Limited Participation in Practice,2021-12-10 21:56:23
3928,2021,REG,LA,14,00-0033908,WR,Cooper Kupp,Cooper,Kupp,None,None,None,Toe,None,Full Participation in Practice,2021-12-11 20:50:57
3934,2021,REG,LAC,14,00-0033699,RB,Austin Ekeler,Austin,Ekeler,None,None,None,Ankle,None,Full Participation in Practice,2021-12-10 20:45:51
3948,2021,REG,LV,14,00-0035700,RB,Josh Jacobs,Josh,Jacobs,None,None,None,Ankle,None,Full Participation in Practice,2021-12-10 20:55:02
3956,2021,REG,LV,14,00-0031610,TE,Darren Waller,Darren,Waller,Knee,Back,Out,Knee,Back,Did Not Participate In Practice,2021-12-10 20:56:08
3965,2021,REG,MIN,14,00-0030035,WR,Adam Thielen,Adam,Thielen,Ankle,None,Out,Ankle,None,Did Not Participate In Practice,2021-12-08 17:50:19
3967,2021,REG,MIN,14,00-0033893,RB,Dalvin Cook,Dalvin,Cook,Shoulder,None,Questionable,Shoulder,None,Limited Participation in Practice,2021-12-08 17:50:00
3969,2021,REG,NO,14,00-0033357,QB,Taysom Hill,Taysom,Hill,None,None,None,right Finger,None,Full Participation in Practice,2021-12-10 20:51:30
3970,2021,REG,NO,14,00-0033906,RB,Alvin Kamara,Alvin,Kamara,None,None,None,Knee,None,Full Participation in Practice,2021-12-10 20:51:30
3976,2021,REG,NO,14,00-0035406,WR,Lil'Jordan Humphrey,Lil'Jordan,Humphrey,Hamstring,None,Questionable,Hamstring,None,Did Not Participate In Practice,2021-12-10 20:51:42
3977,2021,REG,NYG,14,00-0034844,RB,Saquon Barkley,Saquon,Barkley,None,None,None,Ankle,None,Limited Participation in Practice,2021-12-10 21:40:58
3980,2021,REG,NYG,14,00-0035710,QB,Daniel Jones,Daniel,Jones,Neck,None,Out,Neck,None,Limited Participation in Practice,2021-12-10 21:43:06
3981,2021,REG,NYG,14,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Oblique,None,Out,Oblique,None,Limited Participation in Practice,2021-12-10 21:43:22
3986,2021,REG,NYJ,14,00-0037013,QB,Zach Wilson,Zach,Wilson,None,None,None,Knee,None,Full Participation in Practice,2021-12-10 19:45:18
3990,2021,REG,NYJ,14,00-0036980,WR,Elijah Moore,Elijah,Moore,Quadricep,None,Questionable,Quadricep,None,Did Not Participate In Practice,2021-12-10 19:46:11
3996,2021,REG,PIT,14,00-0036326,WR,Chase Claypool,Chase,Claypool,None,None,None,Toe,None,Full Participation in Practice,2021-12-08 18:23:09
4010,2021,REG,SEA,14,00-0035640,WR,DK Metcalf,DK,Metcalf,None,None,None,Foot,Illness,Full Participation in Practice,2021-12-10 22:04:31
4028,2021,REG,SF,14,00-0036567,RB,Elijah Mitchell,Elijah,Mitchell,Concussion,Knee,Out,Concussion,Knee,Did Not Participate In Practice,2021-12-10 21:02:30
4065,2021,REG,WAS,14,00-0033282,WR,Curtis Samuel,Curtis,Samuel,Groin,None,Questionable,Groin,None,Limited Participation in Practice,2021-12-10 18:54:30
4067,2021,REG,ARI,15,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,Knee,None,Out,Knee,None,Did Not Participate In Practice,2021-12-17 20:55:37
4068,2021,REG,ARI,15,00-0033553,RB,James Conner,James,Conner,Ankle,None,Questionable,Ankle,None,Limited Participation in Practice,2021-12-17 20:55:19
4069,2021,REG,ARI,15,00-0030061,TE,Zach Ertz,Zach,Ertz,Hamstring,None,Questionable,Hamstring,None,Limited Participation in Practice,2021-12-17 20:55:19
4075,2021,REG,ATL,15,00-0030578,RB,Cordarrelle Patterson,Cordarrelle,Patterson,None,None,None,Not injury related - resting player,None,Did Not Participate In Practice,2021-12-16 21:31:21
4078,2021,REG,ATL,15,00-0034830,TE,Hayden Hurst,Hayden,Hurst,None,None,None,Illness,None,Full Participation in Practice,2021-12-17 18:02:21
4091,2021,REG,BAL,15,00-0034796,QB,Lamar Jackson,Lamar,Jackson,Ankle,None,Questionable,Ankle,None,Did Not Participate In Practice,2021-12-17 20:44:29
4094,2021,REG,BAL,15,00-0035662,WR,Marquise Brown,Marquise,Brown,Illness,None,Questionable,Illness,None,Limited Participation in Practice,2021-12-17 20:44:29
4101,2021,REG,BUF,15,00-0031588,WR,Stefon Diggs,Stefon,Diggs,None,None,None,Not injury related - resting player,None,Did Not Participate In Practice,2021-12-17 20:09:42
4102,2021,REG,BUF,15,00-0034857,QB,Josh Allen,Josh,Allen,None,None,None,Foot,None,Full Participation in Practice,2021-12-17 20:11:01
4117,2021,REG,CHI,15,00-0036945,QB,Justin Fields,Justin,Fields,None,None,None,left Hand,None,Full Participation in Practice,2021-12-18 20:39:08
4120,2021,REG,CHI,15,00-0036906,RB,Khalil Herbert,Khalil,Herbert,None,None,None,Illness,None,Full Participation in Practice,2021-12-18 20:39:08
4123,2021,REG,CHI,15,00-0036290,TE,Cole Kmet,Cole,Kmet,None,None,None,Illness,None,Full Participation in Practice,2021-12-18 20:39:08
4124,2021,REG,CHI,15,00-0035685,RB,David Montgomery,David,Montgomery,None,None,None,Illness,None,Full Participation in Practice,2021-12-18 20:39:08
4137,2021,REG,CIN,15,00-0036410,WR,Tee Higgins,Tee,Higgins,None,None,None,Ankle,None,Full Participation in Practice,2021-12-17 20:17:07
4142,2021,REG,CIN,15,00-0036442,QB,Joe Burrow,Joe,Burrow,None,None,None,right Finger,None,Limited Participation in Practice,2021-12-17 20:17:38
4152,2021,REG,CLE,15,00-0034855,QB,Baker Mayfield,Baker,Mayfield,None,None,None,Foot,left Shoulder,Full Participation in Practice,2021-12-14 20:19:51
4158,2021,REG,CLE,15,00-0033923,RB,Kareem Hunt,Kareem,Hunt,Ankle,None,Out,Ankle,None,Did Not Participate In Practice,2021-12-16 21:02:48
4163,2021,REG,DAL,15,00-0033045,RB,Ezekiel Elliott,Ezekiel,Elliott,None,None,None,Knee,None,Full Participation in Practice,2021-12-17 20:36:54
4168,2021,REG,DAL,15,00-0035261,RB,Tony Pollard,Tony,Pollard,Foot,None,Questionable,Foot,None,Limited Participation in Practice,2021-12-17 20:37:14
4171,2021,REG,DEN,15,00-0033375,WR,Tim Patrick,Tim,Patrick,None,None,None,Hand,None,Full Participation in Practice,2021-12-17 20:34:35
4182,2021,REG,DEN,15,00-0036997,RB,Javonte Williams,Javonte,Williams,Knee,None,Questionable,Knee,None,Limited Participation in Practice,2021-12-17 20:46:23
4184,2021,REG,DET,15,00-0035229,TE,T.J. Hockenson,T.J.,Hockenson,None,None,None,Hand,None,Did Not Participate In Practice,2021-12-16 20:42:03
4189,2021,REG,DET,15,00-0036275,RB,D'Andre Swift,D'Andre,Swift,Shoulder,None,Out,Shoulder,None,Did Not Participate In Practice,2021-12-17 20:55:43
4196,2021,REG,DET,15,00-0033943,WR,Josh Reynolds,Josh,Reynolds,Thigh,None,Questionable,Thigh,None,Limited Participation in Practice,2021-12-17 20:55:24
4197,2021,REG,GB,15,00-0023459,QB,Aaron Rodgers,Aaron,Rodgers,None,None,None,Toe,None,Did Not Participate In Practice,2021-12-17 20:42:23
4200,2021,REG,GB,15,00-0033293,RB,Aaron Jones,Aaron,Jones,None,None,None,Knee,Illness,Limited Participation in Practice,2021-12-17 20:42:35
4211,2021,REG,HOU,15,00-0028118,QB,Tyrod Taylor,Tyrod,Taylor,None,None,None,left Wrist,None,Full Participation in Practice,2021-12-17 20:00:42
