,season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
723,2021,WAS,DL,DT,98.0,ACT,Matt Ioannidis,Matthew,Ioannidis,1994-01-11,75.0,310.0,Temple,00-0032781,2976263,0777efdd-14bf-4561-bbb4-20f926fe115c,29386,11063,10786,,18069,3308,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lg6fxn1q4y3iywwdtqsx",INTERIOR_LINE,18,REG,A01,Matt,IOA458455,43441,3200494f-4145-8455-17d8-f458d41d165e,2016,2016.0,WAS,152.0,27.0
724,2021,WAS,RB,RB,38.0,DEV,Wendell Smallwood,Wendell,Smallwood,1994-01-20,70.0,208.0,West Virginia,00-0032782,3042429,c7d0a740-fcf2-4971-b1b6-43761d984bf9,29387,10806,10787,SmalWe00,18070,3309,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r20rhl0c17ql8dtnl5kz",,18,REG,P07,Wendell,SMA757345,43442,3200534d-4175-7345-1798-ca2c5a6fb11a,2016,2016.0,PHI,153.0,27.0
725,2021,TEN,QB,QB,18.0,DEV,Kevin Hogan,Kevin,Hogan,1992-10-20,75.0,218.0,Stanford,00-0032784,2577128,cd571cfc-9b44-4b69-a801-431db9aaa85e,29396,11058,10796,HogaKe00,18079,3318,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avcekhhsnehiokslmjsl",,20,DIV,P12,Kevin,HOG022742,43451,3200484f-4702-2742-4971-4e8dcf0d2a1f,2016,2016.0,KC,162.0,28.0
726,2021,DET,OL,G,72.0,ACT,Halapoulivaati Vaitai,Halapoulivaati,Vaitai,1993-06-16,78.0,320.0,Texas Christian,00-0032785,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wvjn2xymkyjlgibmpghu",G,18,REG,A01,Halapoulivaati,VAI626496,43453,32005641-4962-6496-efba-b4cd7920840e,2016,2016.0,PHI,164.0,28.0
727,2021,CHI,DB,SS,23.0,ACT,Marqui Christian,Marqui,Christian,1994-10-27,71.0,207.0,Midwestern State,00-0032786,3960454,b6fa8c3c-c729-4178-8e9c-c7e784a872c1,29401,11223,10801,ChriMa00,18084,3323,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bk79sr1yjbieayejzi9a",SLOT_CB,18,REG,A01,Marqui,CHR360796,43456,32004348-5236-0796-81d6-36dafb0c0cc7,2016,2016.0,ARI,167.0,26.0
728,2021,HOU,OL,C,66.0,RES,Cole Toner,Cole,Toner,1994-03-13,77.0,300.0,Harvard,00-0032787,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vg7jnihyyljkmncjir0k",,18,REG,R01,Cole,TON357148,43459,3200544f-4e35-7148-9f10-4908252ecc44,2016,2016.0,ARI,170.0,27.0
729,2021,DAL,LB,OLB,44.0,DEV,Devante Bond,Devante,Bond,1993-07-03,73.0,236.0,Oklahoma,00-0032789,3116368,bd6ca667-99e9-42ea-9be7-a680945eece9,29417,10912,10817,BondDe00,18100,3339,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycy7ozkprztdtbdh2qcx",,19,WC,P07,Devante,BON136909,43472,3200424f-4e13-6909-a42f-c215a8bb16ac,2016,2016.0,TB,183.0,28.0
730,2021,CHI,DB,FS,36.0,RES,DeAndre Houston-Carson,DeAndre,Houston-Carson,1993-04-13,72.0,202.0,William &amp; Mary,00-0032790,2566034,43ccb78e-353d-4d0b-ac51-4103415a568c,29419,11060,10819,HousDe00,18102,3341,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mehsbayxyhrgowjphofr",,18,REG,R01,DeAndre,HOU781909,43474,3200484f-5578-1909-bcd4-71903295ddc9,2016,2016.0,CHI,185.0,28.0
731,2021,CHI,WR,WR,17.0,RES,Jakeem Grant,Jakeem,Grant,1992-10-30,67.0,169.0,Texas Tech,00-0032791,2577641,5de11f0b-8da9-42ba-9a93-db7f0a58543b,29420,10990,10820,GranJa00,18103,3342,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oroebifwkpzeyvna7khw",,18,REG,R01,Jakeem,GRA443889,43475,32004752-4144-3889-2927-1b651b380f48,2016,2016.0,MIA,186.0,28.0
732,2021,SF,QB,QB,7.0,INA,Nate Sudfeld,Nathan,Sudfeld,1993-10-07,78.0,227.0,Indiana,00-0032792,2979501,e1c506bd-9e36-45e7-b2b9-fff6a9728a06,29421,11187,10821,SudfNa00,18104,3343,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hkdg1jfalmidumbnte9b",,21,CON,A01,Nate,SUD197144,43476,32005355-4419-7144-f452-fa8c30a99f40,2016,2016.0,WAS,187.0,27.0
733,2021,LA,DB,SS,36.0,INA,Blake Countess,Blake,Countess,1993-08-08,70.0,185.0,Auburn,00-0032793,2576229,e1754596-4764-4686-8359-dc53fdabbd1d,29430,11231,10830,CounBl00,18113,3352,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gtcvlfetdzz2sdsmqf7v",,22,SB,P07,Blake,COU193020,43485,3200434f-5519-3020-c3f7-f34dc5a691e1,2016,2016.0,PHI,196.0,28.0
734,2021,MIA,WR,WR,17.0,DEV,Cody Core,Cody,Core,1994-04-17,75.0,205.0,Mississippi,00-0032795,2980378,fa6b16fe-d3cd-4296-a0e6-03ad13d27a57,29433,10981,10833,CoreCo00,18116,3355,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aan5zyvrcyn0wfeh2xdi",,18,REG,P07,Cody,COR258226,43488,3200434f-5225-8226-f861-d9846eff095d,2016,2016.0,CIN,199.0,27.0
735,2021,IND,DB,SS,29.0,CUT,Jordan Lucas,Jordan,Lucas,1993-08-02,73.0,190.0,Penn State,00-0032797,2979595,978eb5b8-9ae9-473e-a1ef-1ad2bd1b7ae5,29438,11120,10838,LucaJo00,18121,3360,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gl7dbai456eibmbj22dh",,11,REG,P02,Jordan,LUC068819,43493,32004c55-4306-8819-71f2-b176439198a6,2016,2016.0,MIA,204.0,28.0
736,2021,NE,DB,CB,2.0,RES,Jalen Mills,Jalen,Mills,1994-04-06,72.0,191.0,Louisiana State,00-0032803,2976540,12563365-b4aa-4b85-93a3-b220c8212707,29467,11137,10867,MillJa02,18149,3388,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nylmimeboyzyt0xinekf",,19,WC,R59,Jalen,MIL688675,43522,32004d49-4c68-8675-144f-40ee3d9b3d2b,2016,2016.0,PHI,233.0,27.0
737,2021,MIA,DB,SS,42.0,ACT,Clayton Fejedelem,Clayton,Fejedelem,1993-06-02,73.0,205.0,Illinois,00-0032807,3042455,94001c44-9eea-4d2b-a766-079ddcb2e8b0,29479,11244,10879,FejeCl00,18161,3400,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/twrawyk5kl1bq4syikws",MLB,18,REG,A01,Clayton,FEJ177981,43534,32004645-4a17-7981-cf63-858797e9ee7a,2016,2016.0,CIN,245.0,28.0
738,2021,ARI,LB,ILB,59.0,DEV,Joe Walker,Joseph,Walker,1992-12-11,74.0,236.0,Oregon,00-0032809,3043184,897fc741-34bd-4f34-a1ed-125d56805b70,29485,11247,10885,WalkJo01,18167,3406,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rrdkwvqvkpxc8flfhz03",,19,WC,P07,Joe,WAL224854,43540,32005741-4c22-4854-9b76-2dca787a53ac,2016,2016.0,PHI,251.0,28.0
739,2021,NYG,RB,RB,39.0,ACT,Elijhaa Penny,Elijhaa,Penny,1993-08-17,73.0,234.0,Idaho,00-0032813,2575965,6c6a6099-0169-4c9a-b024-0d8f4a795f38,29906,11297,11300,PennEl00,18617,3803,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jiebuu94lu81xzneqrsf",FB,18,REG,A01,Elijhaa,PEN486378,43880,32005045-4e48-6378-d723-9ad67d819e1e,2016,2016.0,,,28.0
740,2021,ARI,LB,ILB,54.0,CUT,Terrance Smith,Terrance,Smith,,74.0,235.0,Florida State,00-0032820,2576809,dc447507-2380-494c-96c9-e0edb2679a3c,29885,11179,11181,,18180,3417,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/liukqrzydmticfswfqca",,1,REG,A01,Terrance,SMI739067,43887,3200534d-4973-9067-da9a-40aa61199454,2016,2016.0,,,
741,2021,ARI,DB,CB,27.0,ACT,Kevin Peterson,Kevin,Peterson,1994-03-22,71.0,185.0,Oklahoma State,00-0032848,2977742,30e539c3-74dd-4a9a-9ebb-4bdd0f0d39f8,29924,11101,11302,,18293,3527,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zxah6cxxtk8knftopqym",CB,19,WC,P12,Kevin,PET345726,43915,32005045-5434-5726-e924-d8be1d7acc44,2016,2016.0,,,27.0
742,2021,CHI,DB,CB,31.0,RES,Tre Roberson,Trerein,Roberson,1992-10-22,72.0,205.0,Illinois State,00-0032849,2578317,7ba5935c-0e54-4ad0-b90e-ff4af7d62b85,29925,11506,11310,,18629,3813,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xhvnxw8kxywkadtpdep8",,1,REG,R01,Tre,ROB088775,43916,3200524f-4208-8775-dc2b-35f90cac913d,2016,2016.0,,,28.0
743,2021,ARI,TE,TE,81.0,DEV,Alex Ellis,Alexander,Ellis,1993-02-10,76.0,245.0,Tennessee,00-0032864,2577731,81fb7fa0-7ad9-4ef4-bc33-9df9574714e5,29944,11397,11326,,18642,3824,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cnnffo0p74ph8slvtasw",,19,WC,P01,Alex,ELL403440,43931,3200454c-4c40-3440-7dc1-4f180cb5fb6e,2016,2016.0,,,28.0
744,2021,DET,K,K,5.0,DEV,Aldrick Rosas,Aldrick,Rosas,1994-12-30,75.0,221.0,Southern Oregon,00-0032870,3068939,8fb2ca06-3d13-4552-98e0-7b913b4ab5b9,29949,11403,11331,,18645,3827,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jyjstniyvbv82ihgml4w",,18,REG,P12,Aldrick,ROS046718,43937,3200524f-5304-6718-9314-6f1fe3d632b7,2016,2016.0,,,26.0
745,2021,IND,DL,DT,96.0,RES,Antwaun Woods,Antwaun,Woods,1993-01-03,73.0,318.0,Southern California,00-0032871,2577278,6575474c-d106-406f-9b90-ef9b598a213d,29950,10942,11332,,18244,3479,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qdd3dcj1cukyqvxzn1zx",,18,REG,R01,Antwaun,WOO412059,43938,3200574f-4f41-2059-3719-c01a1b29ff85,2016,2016.0,,,28.0
746,2021,NO,DB,CB,25.0,ACT,Ken Crawley,Kenneth,Crawley,1993-02-08,73.0,180.0,Colorado,00-0032875,2979612,f12ecfb0-085f-42d6-b063-97f0bc4fd5ee,29842,10986,11224,,18190,3426,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aobwnrjrxizyovaox0ma",CB,18,REG,A01,Ken,CRA805255,43942,32004352-4180-5255-6380-03d258168107,2016,2016.0,,,28.0
747,2021,ARI,OL,C,53.0,ACT,Marcus Henry,Marcus,Henry,1993-02-11,74.0,303.0,Boise State,00-0032877,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hfefeudyf0tsaw3xuhux",,19,WC,A01,Marcus,HEN625049,43944,32004845-4e62-5049-c0c7-2da90626a277,2016,2016.0,,,28.0
748,2021,MIA,WR,WR,85.0,DEV,Tommylee Lewis,Tommylee,Lewis,1992-10-24,67.0,168.0,Northern Illinois,00-0032881,2574918,b103b096-6be9-4f87-9ae4-5d217f560685,29854,11508,11231,,18401,3614,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qvf3ud6rgqusejdd4f5u",,18,REG,P02,Tommylee,LEW746431,43948,32004c45-5774-6431-aaab-552ac4346aca,2016,2016.0,,,28.0
749,2021,PIT,DB,SS,8.0,DEV,Karl Joseph,Karl,Joseph,1993-09-08,70.0,200.0,West Virginia,00-0032888,2976639,741c1ab2-378b-45ce-86c7-533e6a031f22,29248,11082,10648,JoseKa00,17952,3191,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jqisn0m38cce7whcxqjo",,19,WC,P07,Karl,JOS219381,43303,32004a4f-5321-9381-a66d-a3ef93d98b40,2016,2016.0,OAK,14.0,27.0
750,2021,LA,DL,DT,94.0,ACT,A'Shawn Robinson,A'Shawn,Robinson,1995-03-21,76.0,330.0,Alabama,00-0032889,3054857,3f44e069-a9c7-40dc-bfa9-cd403ee9cdbd,29280,11162,10680,RobiAS00,17979,3218,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o2wld73e9qcbv4iylc4y",INTERIOR_LINE,22,SB,A01,A'Shawn,ROB367960,43335,3200524f-4236-7960-bf20-bc060ac0f49c,2016,2016.0,DET,46.0,26.0
751,2021,NYG,DB,CB,24.0,ACT,James Bradberry,James,Bradberry,1993-08-04,73.0,212.0,Samford,00-0032890,2572841,0db6df51-945b-4123-a790-0ba9d0473415,29296,10916,10696,BradJa00,17992,3231,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qxgwmbuy6tdemmky4owh",CB,18,REG,A01,James,BRA092789,43351,32004252-4109-2789-d0bf-75f0393641e8,2016,2016.0,CAR,62.0,28.0
752,2021,BAL,DB,CB,29.0,DEV,Daryl Worley,Daryl,Worley,1995-02-22,73.0,215.0,West Virginia,00-0032891,3042436,cbce4c7c-b22f-48de-b653-cdc19f9a6320,29311,10941,10711,WorlDa00,18007,3246,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ywyvelzjll4cayisww3p",,18,REG,P07,Daryl,WOR616410,43366,3200574f-5261-6410-d895-940efbad622c,2016,2016.0,CAR,77.0,26.0
753,2021,MIN,LB,OLB,59.0,ACT,Nick Vigil,Nicholas,Vigil,1993-08-20,74.0,235.0,Utah State,00-0032892,2971816,c44b31cd-0480-4aa0-b500-12e9ba0765ac,29321,10948,10721,VigiNi00,18015,3254,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcnzg8rb9nae0lg3cthz",MLB,18,REG,A01,Nick,VIG247556,43376,32005649-4724-7556-ed99-df36a6a1d2b2,2016,2016.0,CIN,87.0,28.0
754,2021,PIT,RB,FB,44.0,ACT,Derek Watt,Derek,Watt,1992-11-07,74.0,234.0,Wisconsin,00-0032897,2576450,7a3d664b-e4d7-48e8-899d-5f7db6ecc4e4,29432,11232,10832,WattDe00,18115,3354,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t4ahbnrenftmoq8ljyhv",TE,19,WC,A01,Derek,WAT563597,43487,32005741-5456-3597-eefb-60a6364b9187,2016,2016.0,SD,198.0,28.0
755,2021,MIA,OL,C,77.0,DEV,Spencer Pulley,Spencer,Pulley,1993-04-04,76.0,308.0,Vanderbilt,00-0032911,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hvyebzfdomw94gdyce0g",,18,REG,P07,Spencer,PUL395752,43964,32005055-4c39-5752-20cf-db76236fac14,2016,2016.0,,,28.0
756,2021,MIN,RB,FB,30.0,ACT,C.J. Ham,Cortez,Ham,1993-07-22,71.0,235.0,"Augustana, S.D.",00-0032918,4012556,971fc9e5-bebb-4a2c-a822-8c52f92a3d07,29951,11599,11347,HamxC.00,18652,3832,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wwea2evo37nfcnukjsdp",FB,18,REG,A01,C.J.,HAM006291,43971,32004841-4d00-6291-f7a2-2bea51f90d48,2016,2016.0,,,28.0
757,2021,ARI,DB,CB,33.0,ACT,Antonio Hamilton,Antonio,Hamilton,1993-01-24,72.0,190.0,South Carolina State,00-0032933,3056354,9bc107dc-1920-49db-b009-436d1a77955d,29957,11518,11353,,18658,3838,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ed99pz29nayfa4nbi8ob",,19,WC,A01,Antonio,HAM184824,43986,32004841-4d18-4824-5017-25555a65166e,2016,2016.0,,,28.0
758,2021,CIN,DB,SS,24.0,ACT,Vonn Bell,Vonn,Bell,1994-12-12,71.0,205.0,Ohio State,00-0032939,3051388,656b68e1-651d-4596-8f6d-c97b4e4d9536,29295,10905,10695,BellVo00,17991,3230,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ztrl4dvbz64z5tkmsqod",SAFETY,22,SB,A01,Vonn,BEL626378,43350,32004245-4c62-6378-1bac-df0e819ef17d,2016,2016.0,NO,61.0,26.0
759,2021,BAL,DB,CB,38.0,ACT,Kevon Seymour,Kevon,Seymour,1993-11-30,72.0,185.0,Southern California,00-0032942,2971603,e431a42b-5abe-49de-9c8c-f143f393591c,29452,11170,10852,SeymKe00,18135,3374,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fljxuj5kg1mcidkytxgw",SLOT_CB,18,REG,A01,Kevon,SEY438361,43507,32005345-5943-8361-15e0-b84f3db63242,2016,2016.0,BUF,218.0,27.0
760,2021,NYG,P,P,9.0,ACT,Riley Dixon,Riley,Dixon,1993-08-24,77.0,221.0,Syracuse,00-0032943,2577619,f45835c5-aa9e-4e32-b545-20d1e322fe8f,29462,11022,10862,DixoRi00,18144,3383,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l21kh83b3qpon8vtqhvx",,18,REG,A01,Riley,DIX641722,43517,32004449-5864-1722-3434-6401bfab8afa,2016,2016.0,DEN,228.0,28.0
761,2021,IND,QB,QB,2.0,ACT,Carson Wentz,Carson,Wentz,1992-12-30,77.0,237.0,North Dakota State,00-0032950,2573079,e9a5c16b-4472-4be9-8030-3f77be7890cb,29236,10856,10636,WentCa00,17920,3161,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/komdw34m3vpzadqftxzh",QB,18,REG,A01,Carson,WEN615770,43291,32005745-4e61-5770-9c68-1652f876bc72,2016,2016.0,PHI,2.0,28.0
762,2021,JAX,WR,WR,18.0,ACT,Laquon Treadwell,Laquon,Treadwell,1995-06-14,74.0,215.0,Mississippi,00-0032951,3051889,2e0badcd-b78c-40ee-a83b-a1bbb36bc545,29257,10739,10657,TreaLa00,17914,3155,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zl4di9nvfm85r7kgpusk",WR,18,REG,A01,Laquon,TRE425415,43312,32005452-4542-5415-7fdd-740fe9181fcb,2016,2016.0,MIN,23.0,26.0
763,2021,CIN,DL,DE,52.0,DEV,Noah Spence,Noah,Spence,1994-01-08,74.0,251.0,Eastern Kentucky,00-0032952,2976313,ddde7b09-faa0-4fc4-a45e-aa38c3905f6d,29273,11180,10673,SpenNo00,17956,3195,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lmymezpoqqoilijhe8z2",,22,SB,P07,Noah,SPE433467,43328,32005350-4543-3467-e283-0f631196f0b6,2016,2016.0,TB,39.0,27.0
764,2021,PHI,OL,G,56.0,RES,Isaac Seumalo,Isaac,Seumalo,1993-10-29,76.0,303.0,Oregon State,00-0032954,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gyoyocmnpdu2hnnltrcy",,19,WC,R01,Isaac,SEU306003,43368,32005345-5530-6003-d964-c18cd95b904b,2016,2016.0,PHI,79.0,27.0
765,2021,LAC,LB,OLB,52.0,ACT,Kyler Fackrell,Kyler,Fackrell,1991-11-25,77.0,245.0,Utah State,00-0032955,2574229,d073c3c0-b9b0-4382-84d0-5de88a427ad6,29322,11030,10722,FackKy00,18016,3255,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cx2ramt6ismrr0tsjvce",EDGE,18,REG,A01,Kyler,FAC355963,43377,32004641-4335-5963-baa6-187c3472147d,2016,2016.0,GB,88.0,29.0
766,2021,CLE,RB,FB,31.0,ACT,Andy Janovich,Andy,Janovich,1993-05-23,73.0,238.0,Nebraska,00-0032956,2974317,2c35ed5f-7317-4776-8ee7-0438e0286508,29410,11068,10810,JanoAn00,18093,3332,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w4nnz0yrfilgpexcseqy",FB,18,REG,A01,Andy,JAN605717,43465,32004a41-4e60-5717-6f99-070b55ee70e7,2016,2016.0,DEN,176.0,28.0
767,2021,NYJ,DB,FS,39.0,ACT,Will Parks,William,Parks,1994-07-29,72.0,194.0,Arizona,00-0032958,2971248,8a214c9b-8c31-48d0-a83a-039ec6ddbd9d,29453,11237,10853,ParkWi01,18134,3373,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/leflg9s61w4zofaszx0f",OLB,18,REG,A01,Will,PAR567787,43508,32005041-5256-7787-28bf-b8cbc7190eae,2016,2016.0,DEN,219.0,27.0
768,2021,MIA,LB,OLB,54.0,DEV,Wynton McManis,Wynton,McManis,1994-09-20,73.0,225.0,Memphis,00-0032960,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ge8iktjynj0kva2oynfx",,18,REG,P01,Wynton,MCM222998,43998,32004d43-4d22-2998-efdb-3ea4fb01625a,2016,2016.0,,,26.0
769,2021,BAL,OL,T,79.0,RES,Ronnie Stanley,Ronnie,Stanley,1994-03-18,78.0,315.0,Notre Dame,00-0032965,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rmvkhgkudwh7pzeh5qcc",,18,REG,R01,Ronnie,STA458230,43295,32005354-4145-8230-6d67-2a4d1dc0dc12,2016,2016.0,BAL,6.0,27.0
770,2021,BUF,DL,DT,94.0,INA,Vernon Butler,Vernon,Butler,1994-06-14,76.0,330.0,Louisiana Tech,00-0032967,2971883,73e84e89-4bd3-480e-b862-68502c8c295a,29264,10931,10664,ButlVe00,17944,3183,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k7el8bi9tpp8ostlzgtj",,20,DIV,A01,Vernon,BUT599965,43319,32004255-5459-9965-a779-9f97c4e4b972,2016,2016.0,CAR,30.0,27.0
771,2021,JAX,LB,MLB,44.0,ACT,Myles Jack,Myles,Jack,1995-09-03,73.0,244.0,UCLA,00-0032968,3047566,66e776e7-f354-4939-835b-a23dc889c6ae,29270,11064,10670,JackMy00,17925,3166,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gsqwvgmsmkcyt6nl3wfj",MLB,18,REG,A01,Myles,JAC008463,43325,32004a41-4300-8463-68da-a616650bb95d,2016,2016.0,JAX,36.0,25.0
772,2021,LV,OL,C,66.0,ACT,Nick Martin,Nicolas,Martin,1993-04-29,76.0,300.0,Notre Dame,00-0032969,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dnyqrpzfyoglzokgb84a",,19,WC,A01,Nick,MAR685408,43339,32004d41-5268-5408-eb34-9cdf29b7867a,2016,2016.0,HOU,50.0,28.0
773,2021,HOU,DL,DE,50.0,ACT,Jordan Jenkins,Jordan,Jenkins,1994-07-01,75.0,259.0,Georgia,00-0032970,2977647,ae3bb00f-84e8-439f-ab56-38c6838b8b97,29317,11070,10717,JenkJo01,18012,3251,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iikfm5jz08pwqqwlf8sz",EDGE,18,REG,A01,Jordan,JEN295944,43372,32004a45-4e29-5944-da05-a9f046abd0ea,2016,2016.0,NYJ,83.0,27.0
774,2021,DEN,DB,FS,31.0,ACT,Justin Simmons,Justin,Simmons,1993-11-19,74.0,202.0,Boston College,00-0032971,2969860,2df474e5-7117-4650-8d53-34b3fd0f1bbb,29332,11174,10732,SimmJu00,18023,3262,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpwo4ogsz25oq0h5ulpi",SAFETY,18,REG,A01,Justin,SIM248681,43387,32005349-4d24-8681-e7e9-18cf2a85b8b9,2016,2016.0,DEN,98.0,27.0
775,2021,NYG,RB,RB,28.0,ACT,Devontae Booker,Devontae,Booker,1992-05-27,71.0,219.0,Utah,00-0032972,3122866,cd705357-f282-4cbf-8f11-391618d981c3,29370,10913,10770,BookDe00,17970,3209,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y5fw68qxcmxykv1uchlo",RB,18,REG,A01,Devontae,BOO019902,43425,3200424f-4f01-9902-c146-57fda0468e8d,2016,2016.0,DEN,136.0,29.0
776,2021,WAS,RB,RB,35.0,ACT,Jonathan Williams,Jonathan,Williams,1994-02-02,72.0,217.0,Arkansas,00-0032975,2980077,697200ea-cabb-40b8-aeac-e52763310306,29390,10851,10790,WillJo07,18073,3312,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lcbi4fldzrltceknjfx3",RB,18,REG,A01,Jonathan,WIL384555,43445,32005749-4c38-4555-6a9c-d6163c44fa20,2016,2016.0,BUF,156.0,27.0
777,2021,CLE,WR,WR,82.0,ACT,Rashard Higgins,Rashard,Higgins,1994-10-07,73.0,198.0,Colorado State,00-0032977,3042910,7e34053d-00bf-4f3f-a464-329c8f5057d0,29406,10830,10806,HiggRa00,18089,3328,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j74zpzosjgeqpb0ponif",,18,REG,A01,Rashard,HIG322107,43461,32004849-4732-2107-8b68-79212110bd89,2016,2016.0,CLE,172.0,26.0
778,2021,TEN,WR,WR,88.0,RES,Marcus Johnson,Marcus,Johnson,1994-08-05,73.0,207.0,Texas,00-0032980,2971718,fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c,29678,11534,11074,JohnMa07,18209,3445,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwq2yi4ewqtsx6buynay",,20,DIV,R01,Marcus,JOH490446,44003,32004a4f-4849-0446-9fc1-0d959fdf39c6,2016,2016.0,,,27.0
779,2021,CHI,TE,TE,81.0,ACT,J.P. Holtz,John,Holtz,1993-08-28,75.0,240.0,Pittsburgh,00-0032986,2970262,8d3ac8d8-e18f-4485-acc6-55c79adcc2a8,29666,11364,11062,HoltJ.01,18498,3695,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v0lfmzjhnv5yrmbvhsit",WR,18,REG,A01,J.P.,HOL774674,44009,3200484f-4c77-4674-d9ab-0e999715186d,2016,2016.0,,,28.0
780,2021,WAS,LB,OLB,50.0,RES,Jared Norris,Jared,Norris,1993-07-19,73.0,238.0,Utah,00-0032998,2575997,e7b9abe1-2a5f-4029-90f5-7fd174750093,29505,11149,11011,,18279,3513,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yjolxd0hrcomhpzjlvfg",,18,REG,R01,Jared,NOR463803,44021,32004e4f-5246-3803-78bf-94a310f292cb,2016,2016.0,,,28.0
781,2021,JAX,WR,WR,4.0,ACT,Jaydon Mickens,Jaydon,Mickens,1994-04-21,71.0,170.0,Washington,00-0033006,2978308,a0498a95-9dc3-4df5-8f51-a1564fb3de57,29978,11213,11371,MickJa01,18673,3852,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hjpk7acwmiflpfs0zop8",,18,REG,A01,Jaydon,MIC746298,44029,32004d49-4374-6298-9711-0155a4a97adf,2016,2016.0,,,27.0
782,2021,CIN,WR,WR,83.0,ACT,Tyler Boyd,Tyler,Boyd,1994-11-15,74.0,203.0,Pittsburgh,00-0033009,3045144,76a5edec-5ff7-49fa-a8ec-5768a372279d,29288,10822,10689,BoydTy00,17986,3225,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p4khoqwg4cbtvkyxnyop",SLOT_WR,22,SB,A01,Tyler,BOY378353,43344,3200424f-5937-8353-b941-dfa7122ba16b,2016,2016.0,CIN,55.0,26.0
